,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
31429,46,admin.,married,secondary,0,-522,1,0,cellular,27,3,243,3,239,13,1
31430,32,technician,single,secondary,0,234,0,0,cellular,27,3,166,2,-1,0,0
31431,59,retired,married,tertiary,0,9676,0,0,telephone,27,3,234,2,-1,0,1
31432,19,student,single,primary,0,134,0,0,cellular,27,3,271,2,-1,0,1
31433,25,management,single,tertiary,0,316,0,0,cellular,27,3,347,2,-1,0,1
31434,23,management,single,tertiary,0,2143,0,0,cellular,30,3,180,2,-1,0,1
31435,32,management,single,tertiary,0,1613,0,0,cellular,30,3,253,2,129,5,0
31436,44,unemployed,married,secondary,0,2756,0,0,cellular,30,3,57,4,-1,0,0
31437,26,admin.,single,secondary,0,1327,0,0,cellular,30,3,171,4,-1,0,0
31438,49,admin.,married,tertiary,0,255,1,0,cellular,30,3,96,6,-1,0,0
31439,32,services,married,secondary,0,2833,1,0,cellular,30,3,415,1,-1,0,0
31440,31,blue-collar,married,primary,0,620,0,0,cellular,30,3,95,1,-1,0,0
31441,47,management,married,tertiary,0,3663,0,0,cellular,30,3,364,3,-1,0,1
31442,23,management,single,tertiary,0,1004,1,0,cellular,30,3,114,2,-1,0,0
31443,22,admin.,single,secondary,0,114,0,0,cellular,30,3,517,1,-1,0,1
31444,32,student,single,unknown,0,2321,0,0,cellular,30,3,167,2,-1,0,0
31445,30,management,single,tertiary,0,6495,0,0,cellular,30,3,78,3,-1,0,0
31446,27,management,single,tertiary,0,831,0,0,cellular,30,3,1081,2,-1,0,1
31447,73,retired,divorced,primary,0,2308,0,0,telephone,30,3,163,2,-1,0,1
31448,26,admin.,married,tertiary,0,2855,0,0,cellular,30,3,52,3,-1,0,0
31449,36,management,married,tertiary,0,9324,1,0,cellular,30,3,138,8,-1,0,0
31450,24,admin.,single,secondary,0,753,1,0,cellular,30,3,259,15,-1,0,0
31451,57,management,divorced,tertiary,0,6468,1,0,cellular,31,3,684,4,-1,0,0
31452,41,management,married,tertiary,0,1468,1,0,cellular,31,3,237,3,-1,0,1
31453,30,admin.,single,tertiary,0,311,0,0,cellular,31,3,158,2,-1,0,1
31454,60,admin.,married,secondary,0,7336,0,0,cellular,31,3,494,1,-1,0,0
31455,34,technician,single,tertiary,0,2658,1,0,cellular,31,3,265,1,230,2,0
31456,29,management,married,tertiary,0,250,1,0,cellular,31,3,371,2,257,1,0
31457,55,housemaid,divorced,secondary,0,0,0,0,cellular,31,3,829,1,-1,0,0
31458,33,services,married,secondary,0,260,1,0,cellular,31,3,248,1,-1,0,0
31459,32,technician,single,tertiary,0,392,1,0,cellular,1,4,957,2,131,2,0
31460,26,admin.,single,secondary,0,274,0,0,cellular,1,4,351,3,-1,0,1
31461,36,entrepreneur,single,secondary,0,45,1,0,cellular,1,4,131,1,-1,0,0
31462,35,services,divorced,secondary,0,-121,1,1,cellular,1,4,73,1,-1,0,0
31463,46,management,divorced,tertiary,0,10469,1,0,cellular,1,4,202,2,-1,0,0
31464,32,management,married,tertiary,0,250,1,0,cellular,1,4,247,2,-1,0,0
31465,39,technician,divorced,secondary,0,688,1,1,cellular,1,4,233,2,133,1,0
31466,59,retired,married,secondary,0,1035,1,1,cellular,1,4,126,2,239,1,0
31467,40,technician,single,tertiary,0,250,1,0,cellular,1,4,107,1,-1,0,0
31468,46,services,married,secondary,0,184,1,0,cellular,1,4,836,1,-1,0,0
31469,33,admin.,single,secondary,0,285,1,0,cellular,1,4,427,1,329,1,0
31470,40,blue-collar,married,primary,0,442,1,0,cellular,1,4,212,1,-1,0,0
31471,47,blue-collar,married,secondary,0,398,1,1,cellular,1,4,274,1,238,2,0
31472,38,blue-collar,single,tertiary,0,172,1,0,cellular,1,4,1176,1,-1,0,1
31473,27,management,single,tertiary,0,0,1,0,cellular,1,4,124,1,-1,0,0
31474,37,management,married,secondary,0,1180,1,1,cellular,1,4,786,1,135,1,0
31475,32,services,single,tertiary,0,1743,1,0,cellular,1,4,1156,1,261,3,0
31476,46,management,divorced,tertiary,0,507,1,0,cellular,1,4,1196,1,-1,0,1
31477,27,technician,single,tertiary,0,393,0,0,cellular,1,4,165,2,-1,0,1
31478,44,services,married,secondary,0,5780,1,0,cellular,1,4,525,2,-1,0,0
31479,54,retired,married,secondary,0,1004,1,0,cellular,1,4,479,1,307,1,0
31480,35,technician,married,secondary,0,0,0,0,cellular,1,4,295,1,303,1,0
31481,38,admin.,single,secondary,0,10,0,0,cellular,1,4,117,1,-1,0,0
31482,63,self-employed,married,tertiary,0,-39,0,0,cellular,1,4,387,2,-1,0,1
31483,46,self-employed,divorced,tertiary,0,926,1,0,cellular,1,4,463,1,133,3,0
31484,49,admin.,married,primary,0,686,1,1,cellular,1,4,286,2,225,4,0
31485,34,blue-collar,married,secondary,0,1924,1,1,cellular,1,4,161,2,253,1,0
31486,52,admin.,divorced,secondary,0,1256,1,0,cellular,1,4,498,3,-1,0,0
31487,45,services,divorced,secondary,0,396,1,1,cellular,1,4,251,4,329,4,0
31488,41,blue-collar,married,secondary,0,0,1,0,cellular,1,4,625,2,-1,0,0
31489,58,management,divorced,tertiary,0,315,1,0,cellular,1,4,121,2,135,2,0
31490,49,management,divorced,tertiary,0,20727,0,0,cellular,1,4,285,3,132,2,0
31491,38,blue-collar,single,secondary,0,2422,1,0,cellular,1,4,257,2,-1,0,0
31492,19,student,single,unknown,0,779,0,0,cellular,1,4,184,4,-1,0,1
31493,52,services,married,secondary,0,2070,0,0,telephone,1,4,74,3,-1,0,0
31494,37,management,single,tertiary,0,457,1,0,cellular,1,4,510,3,-1,0,0
31495,34,blue-collar,single,secondary,0,13408,0,0,cellular,1,4,647,2,-1,0,0
31496,54,management,divorced,tertiary,0,5399,0,1,cellular,2,4,80,3,-1,0,0
31497,34,admin.,married,secondary,0,1474,0,0,cellular,2,4,739,2,-1,0,1
31498,56,management,married,tertiary,0,480,1,0,telephone,2,4,173,2,-1,0,0
31499,38,management,single,unknown,0,715,1,0,cellular,2,4,951,1,132,3,0
31500,45,management,married,tertiary,0,753,1,0,cellular,2,4,2870,2,-1,0,0
31501,24,blue-collar,married,secondary,0,-220,1,0,cellular,2,4,90,1,-1,0,0
31502,50,management,divorced,tertiary,0,405,0,0,cellular,2,4,82,6,-1,0,0
31503,49,admin.,married,secondary,0,182,1,0,cellular,2,4,303,1,331,2,0
31504,37,blue-collar,married,secondary,0,0,1,0,cellular,2,4,473,1,-1,0,0
31505,33,blue-collar,married,secondary,0,3576,1,0,cellular,2,4,124,1,308,2,0
31506,32,admin.,single,secondary,0,471,0,1,cellular,2,4,243,3,-1,0,1
31507,42,management,married,tertiary,0,2772,1,0,cellular,2,4,244,1,-1,0,0
31508,33,management,single,tertiary,0,3161,1,0,cellular,2,4,313,3,-1,0,1
31509,52,management,married,tertiary,0,-2712,1,1,cellular,2,4,253,1,-1,0,0
31510,22,student,single,secondary,0,722,1,0,cellular,2,4,108,1,-1,0,0
31511,45,admin.,single,tertiary,0,1683,1,0,cellular,2,4,277,1,-1,0,0
31512,37,management,single,secondary,0,0,1,1,cellular,2,4,450,2,-1,0,0
31513,36,technician,married,secondary,0,4613,0,0,cellular,2,4,320,1,134,2,0
31514,41,services,married,unknown,0,1236,1,0,cellular,2,4,229,2,-1,0,0
31515,23,student,single,secondary,0,165,1,0,cellular,2,4,148,1,-1,0,0
31516,36,technician,married,secondary,0,0,0,0,cellular,2,4,748,1,-1,0,0
31517,39,technician,married,secondary,0,508,1,0,cellular,2,4,598,2,135,5,0
31518,48,services,married,secondary,0,0,1,0,cellular,2,4,146,1,267,1,0
31519,38,blue-collar,married,unknown,0,0,1,0,cellular,2,4,477,2,267,1,0
31520,46,self-employed,married,secondary,0,-30,1,1,cellular,2,4,164,1,300,2,0
31521,35,self-employed,married,tertiary,0,560,1,0,cellular,2,4,58,1,136,1,0
31522,35,self-employed,married,tertiary,0,1250,1,0,cellular,2,4,361,1,136,1,0
31523,45,housemaid,married,primary,0,403,0,0,cellular,2,4,144,1,-1,0,0
31524,54,admin.,married,secondary,0,1342,1,0,cellular,2,4,80,1,-1,0,0
31525,58,technician,married,secondary,0,1,0,0,cellular,2,4,333,1,64,2,0
31526,47,blue-collar,married,secondary,0,1612,1,0,cellular,2,4,1164,1,-1,0,1
31527,74,housemaid,married,unknown,0,161,0,0,telephone,2,4,240,1,-1,0,0
31528,48,admin.,divorced,secondary,0,4099,0,0,cellular,2,4,397,2,-1,0,1
31529,35,management,single,tertiary,0,4348,1,0,cellular,2,4,1074,3,217,8,0
31530,39,technician,divorced,tertiary,0,113,1,1,cellular,2,4,1012,2,-1,0,0
31531,67,retired,married,primary,0,4066,0,0,cellular,2,4,104,6,-1,0,0
31532,32,admin.,married,tertiary,0,233,1,0,cellular,2,4,77,2,133,4,0
31533,30,management,single,tertiary,0,0,1,0,cellular,2,4,293,2,314,2,0
31534,34,technician,divorced,secondary,0,705,1,1,cellular,2,4,249,1,-1,0,0
31535,53,blue-collar,married,primary,0,1409,1,0,cellular,2,4,464,1,287,1,0
31537,28,student,single,secondary,0,1350,1,0,cellular,2,4,173,2,-1,0,0
31538,35,admin.,single,secondary,0,663,1,0,cellular,2,4,359,3,-1,0,0
31539,40,services,married,secondary,0,879,1,1,cellular,2,4,349,3,-1,0,0
31540,40,management,married,primary,0,738,1,1,cellular,2,4,399,2,258,3,0
31541,45,management,married,primary,0,4629,0,0,telephone,2,4,285,2,-1,0,0
31542,24,student,single,primary,0,1283,0,0,cellular,2,4,225,2,-1,0,0
31543,35,blue-collar,married,secondary,0,2643,1,0,cellular,2,4,96,3,330,1,0
31544,57,management,married,tertiary,0,1631,1,0,cellular,2,4,254,2,261,3,0
31545,30,blue-collar,single,secondary,0,148,0,0,cellular,2,4,206,1,-1,0,0
31546,26,student,single,tertiary,0,193,0,0,cellular,3,4,48,2,-1,0,0
31547,39,blue-collar,married,primary,0,176,1,1,cellular,3,4,189,2,-1,0,0
31548,37,management,married,tertiary,0,489,1,0,cellular,3,4,246,2,133,6,0
31549,38,technician,married,secondary,0,-421,1,0,cellular,3,4,187,1,332,5,0
31550,44,entrepreneur,married,secondary,0,887,1,0,cellular,3,4,93,2,-1,0,0
31551,54,retired,married,primary,0,136,1,0,cellular,3,4,352,1,332,2,0
31552,54,entrepreneur,single,tertiary,0,5417,1,0,cellular,3,4,376,1,-1,0,0
31553,46,services,married,unknown,0,854,1,0,cellular,3,4,478,3,-1,0,0
31554,61,technician,married,tertiary,0,0,0,0,cellular,3,4,224,1,-1,0,0
31555,56,admin.,married,primary,0,0,1,0,cellular,3,4,353,2,227,4,0
31556,50,management,married,tertiary,0,414,1,0,cellular,3,4,707,1,302,3,1
31557,24,services,single,secondary,0,496,1,0,cellular,3,4,297,1,323,2,0
31558,39,technician,married,tertiary,0,2869,0,0,cellular,3,4,115,1,-1,0,0
31559,42,blue-collar,married,secondary,0,1297,1,0,cellular,3,4,697,2,-1,0,0
31560,35,admin.,married,secondary,0,3187,1,0,cellular,3,4,445,1,135,3,0
31561,31,services,single,secondary,0,695,1,0,cellular,3,4,314,1,318,1,0
31562,34,blue-collar,single,secondary,1,-60,0,0,cellular,3,4,84,1,332,1,0
31563,38,technician,married,secondary,0,275,1,0,cellular,3,4,277,2,333,1,0
31564,32,management,divorced,tertiary,0,530,1,0,cellular,3,4,170,1,-1,0,0
31565,42,technician,married,tertiary,0,782,0,0,cellular,3,4,285,1,-1,0,0
31566,68,retired,married,secondary,0,3588,0,0,telephone,3,4,119,1,-1,0,0
31567,56,retired,married,secondary,0,3948,0,0,cellular,3,4,484,1,135,3,0
31568,39,management,married,secondary,0,517,1,0,cellular,3,4,240,1,136,5,0
31569,73,retired,married,secondary,0,1292,0,0,cellular,3,4,420,1,-1,0,0
31570,47,admin.,divorced,secondary,0,0,0,0,cellular,3,4,335,1,-1,0,0
31571,51,services,married,secondary,0,657,0,0,cellular,3,4,66,2,-1,0,0
31572,26,blue-collar,single,secondary,0,5005,0,1,cellular,3,4,117,1,-1,0,1
31573,54,management,married,secondary,0,1150,0,0,cellular,3,4,660,1,-1,0,0
31574,41,technician,single,secondary,0,-41,1,1,cellular,3,4,154,1,-1,0,0
31575,39,blue-collar,married,secondary,0,1756,1,0,cellular,3,4,939,1,-1,0,1
31576,41,management,divorced,tertiary,0,902,1,0,cellular,3,4,134,1,-1,0,0
31577,43,unemployed,married,secondary,0,1943,1,0,cellular,3,4,273,2,136,2,0
31578,32,blue-collar,married,secondary,0,824,1,0,cellular,3,4,272,1,-1,0,0
31579,38,technician,married,secondary,0,751,1,0,cellular,3,4,125,1,-1,0,0
31580,39,technician,married,tertiary,0,101,0,0,cellular,3,4,441,1,-1,0,0
31581,28,technician,single,tertiary,0,172,1,1,cellular,3,4,100,14,60,2,0
31582,57,blue-collar,married,primary,0,211,1,0,cellular,3,4,239,2,-1,0,0
31583,42,entrepreneur,married,tertiary,0,2249,1,0,telephone,3,4,362,2,136,6,0
31584,33,admin.,married,tertiary,0,1636,1,1,cellular,3,4,105,1,136,1,0
31585,44,services,single,secondary,0,862,1,0,cellular,3,4,582,2,-1,0,0
31586,40,services,married,secondary,0,3164,1,0,cellular,3,4,329,2,-1,0,0
31587,36,technician,divorced,secondary,0,666,1,1,cellular,3,4,190,1,133,1,0
31588,55,blue-collar,divorced,secondary,0,1613,1,0,cellular,3,4,296,1,270,3,1
31589,44,entrepreneur,single,tertiary,0,1136,1,1,cellular,3,4,345,2,249,7,0
31590,37,services,married,secondary,0,749,1,0,cellular,3,4,121,2,-1,0,0
31591,41,blue-collar,married,secondary,0,4910,1,0,cellular,3,4,1090,1,-1,0,0
31592,49,technician,married,tertiary,0,523,1,0,cellular,3,4,203,1,31,2,0
31593,44,blue-collar,married,secondary,0,879,1,0,cellular,3,4,383,1,-1,0,0
31594,41,services,single,secondary,0,-68,1,0,cellular,3,4,100,3,-1,0,0
31595,48,admin.,married,primary,0,4459,1,0,cellular,3,4,439,2,240,1,0
31596,39,services,divorced,secondary,0,-152,1,0,cellular,3,4,179,3,-1,0,0
31597,46,technician,divorced,secondary,0,387,1,1,cellular,3,4,298,1,-1,0,0
31598,46,services,divorced,secondary,0,350,1,0,cellular,3,4,230,1,-1,0,0
31599,40,entrepreneur,married,tertiary,0,2644,1,0,cellular,3,4,235,1,133,3,0
31600,44,blue-collar,married,primary,0,612,1,1,cellular,3,4,1091,1,135,1,0
31601,39,technician,single,tertiary,0,54,1,0,cellular,3,4,204,2,248,12,0
31602,47,management,married,secondary,0,-521,1,0,cellular,3,4,148,2,-1,0,0
31603,39,entrepreneur,married,secondary,0,10200,1,0,cellular,3,4,57,4,-1,0,0
31604,41,self-employed,married,secondary,0,3123,1,0,cellular,3,4,1203,2,135,2,1
31605,49,management,married,tertiary,0,596,1,0,cellular,3,4,579,2,-1,0,0
31606,37,admin.,married,secondary,0,1335,1,0,telephone,3,4,309,4,262,4,0
31607,31,admin.,single,secondary,0,779,1,1,cellular,3,4,219,2,-1,0,0
31608,50,management,married,tertiary,0,101,1,0,cellular,6,4,43,2,326,1,0
31609,37,management,married,primary,0,3953,1,0,cellular,6,4,610,2,138,1,0
31610,29,technician,single,unknown,0,1729,1,0,cellular,6,4,479,1,-1,0,0
31611,42,admin.,single,tertiary,0,473,1,0,cellular,6,4,494,1,-1,0,0
31612,43,management,divorced,tertiary,0,20,0,0,cellular,6,4,590,2,255,2,0
31613,46,admin.,single,secondary,0,1070,1,0,cellular,6,4,194,2,-1,0,0
31614,29,technician,married,secondary,0,-547,1,1,cellular,6,4,225,1,-1,0,0
31615,40,management,married,tertiary,0,285,1,0,cellular,6,4,322,1,265,3,0
31616,54,entrepreneur,divorced,unknown,0,4736,1,0,telephone,6,4,475,6,307,5,1
31617,34,technician,single,secondary,0,2729,1,0,cellular,6,4,945,1,139,1,0
31618,38,services,married,secondary,0,968,1,0,cellular,6,4,272,1,-1,0,0
31619,37,blue-collar,divorced,secondary,0,811,1,1,cellular,6,4,185,3,-1,0,0
31620,36,blue-collar,married,secondary,0,382,1,0,cellular,6,4,254,1,-1,0,0
31621,63,retired,married,secondary,0,2030,0,0,cellular,6,4,61,6,-1,0,0
31622,24,student,single,secondary,0,1684,0,0,cellular,6,4,112,4,-1,0,0
31623,35,blue-collar,married,secondary,0,270,1,1,cellular,6,4,332,2,335,1,0
31624,38,admin.,married,secondary,0,1280,1,0,cellular,6,4,916,1,-1,0,0
31625,45,blue-collar,married,secondary,0,-73,1,0,cellular,6,4,551,3,313,9,0
31626,33,technician,single,tertiary,0,127,1,0,cellular,6,4,583,2,222,17,1
31627,38,technician,married,tertiary,0,1997,1,0,cellular,6,4,90,10,-1,0,0
31628,26,student,single,tertiary,0,1804,0,0,cellular,6,4,156,2,-1,0,0
31629,44,blue-collar,married,secondary,0,8666,0,0,telephone,6,4,172,1,-1,0,0
31630,42,management,single,tertiary,0,11891,0,0,cellular,6,4,158,1,-1,0,1
31631,41,blue-collar,married,secondary,0,523,1,0,cellular,6,4,232,3,-1,0,0
31632,36,blue-collar,married,secondary,0,2454,1,0,cellular,6,4,1859,1,-1,0,0
31633,38,technician,single,secondary,0,12926,1,0,cellular,6,4,271,2,307,1,0
31634,34,management,single,tertiary,0,7263,1,0,telephone,6,4,86,1,-1,0,0
31635,34,admin.,single,secondary,0,266,1,0,cellular,6,4,437,2,-1,0,0
31636,32,services,married,secondary,0,393,0,0,cellular,6,4,211,2,266,2,0
31637,27,unemployed,single,secondary,0,1972,0,0,cellular,6,4,97,1,-1,0,0
31638,47,admin.,single,secondary,0,1544,1,0,cellular,6,4,104,1,312,1,0
31639,50,blue-collar,married,primary,0,4979,0,0,telephone,6,4,180,1,-1,0,1
31640,45,blue-collar,married,secondary,0,146,1,1,cellular,6,4,294,1,305,15,0
31641,41,blue-collar,married,secondary,0,790,1,0,cellular,6,4,173,1,-1,0,0
31642,35,management,single,tertiary,0,694,1,0,cellular,6,4,129,1,-1,0,0
31643,59,blue-collar,married,secondary,0,135,1,0,cellular,6,4,197,1,-1,0,0
31644,39,management,single,tertiary,0,2651,0,0,cellular,6,4,139,2,136,5,0
31645,35,technician,married,secondary,0,0,1,0,cellular,6,4,139,1,-1,0,0
31646,44,management,married,secondary,0,8262,1,0,cellular,6,4,150,1,257,16,0
31647,77,retired,married,tertiary,0,0,0,0,cellular,6,4,190,1,-1,0,0
31648,33,blue-collar,married,secondary,0,1101,1,0,cellular,6,4,399,2,-1,0,0
31649,33,admin.,married,secondary,0,796,1,0,telephone,6,4,216,1,-1,0,0
31650,40,management,married,secondary,0,754,0,1,cellular,6,4,635,1,-1,0,1
31651,30,technician,single,secondary,0,10152,1,0,cellular,6,4,1108,2,270,1,0
31652,44,blue-collar,married,secondary,0,545,1,0,cellular,6,4,122,3,136,1,0
31653,35,technician,married,secondary,0,5553,1,0,cellular,6,4,371,3,136,7,0
31654,31,services,married,secondary,0,1062,1,1,cellular,6,4,230,1,-1,0,0
31655,57,technician,married,secondary,0,1144,1,0,cellular,6,4,41,2,-1,0,0
31656,36,self-employed,married,secondary,0,1184,1,0,cellular,6,4,1063,1,-1,0,1
31657,40,admin.,single,secondary,0,462,1,1,cellular,6,4,272,1,335,4,0
31658,32,technician,single,tertiary,0,948,1,0,cellular,6,4,223,2,-1,0,0
31659,40,blue-collar,married,primary,0,2133,1,1,cellular,6,4,377,3,325,1,0
31660,37,admin.,married,secondary,0,1207,1,0,telephone,6,4,1353,2,138,2,1
31661,44,blue-collar,single,secondary,0,712,1,1,cellular,6,4,740,3,-1,0,1
31662,37,technician,single,tertiary,0,3943,0,0,cellular,6,4,1138,2,138,1,1
31663,59,services,married,primary,0,1562,1,0,telephone,6,4,471,2,270,1,0
31664,42,blue-collar,married,primary,0,574,1,0,cellular,6,4,357,2,327,2,0
31665,41,blue-collar,married,secondary,0,0,1,0,cellular,6,4,165,4,-1,0,0
31666,44,blue-collar,married,secondary,0,647,1,0,cellular,6,4,276,2,-1,0,0
31667,46,admin.,single,secondary,0,757,1,1,cellular,6,4,342,3,256,3,0
31668,33,admin.,single,secondary,0,2554,1,0,telephone,6,4,125,3,249,15,0
31669,41,admin.,divorced,secondary,0,270,1,0,cellular,6,4,143,1,336,1,0
31670,36,technician,married,secondary,0,0,1,0,cellular,6,4,583,3,335,2,0
31671,63,retired,married,secondary,0,2734,0,0,cellular,7,4,72,5,-1,0,0
31672,30,blue-collar,single,tertiary,0,297,0,0,cellular,7,4,465,4,-1,0,1
31673,38,management,divorced,tertiary,0,714,1,0,cellular,7,4,163,2,-1,0,0
31674,65,retired,married,primary,0,3713,0,0,cellular,7,4,43,3,-1,0,0
31675,38,admin.,married,secondary,0,271,0,0,cellular,7,4,60,3,-1,0,0
31676,38,unemployed,married,tertiary,0,2012,0,0,cellular,7,4,355,3,-1,0,0
31677,26,self-employed,single,secondary,0,3676,0,0,cellular,7,4,148,1,-1,0,1
31678,42,blue-collar,married,secondary,0,349,1,0,cellular,7,4,226,2,-1,0,0
31679,33,management,single,tertiary,0,561,0,0,cellular,7,4,104,1,-1,0,0
31680,35,technician,single,primary,0,744,1,0,cellular,7,4,1096,1,-1,0,0
31681,46,admin.,divorced,secondary,0,1198,1,1,cellular,7,4,837,1,307,1,0
31682,41,technician,married,secondary,0,2185,1,0,cellular,7,4,157,4,309,4,0
31683,33,services,married,secondary,0,387,1,0,cellular,7,4,327,2,138,2,0
31684,31,blue-collar,single,secondary,0,823,1,1,cellular,7,4,208,1,-1,0,0
31685,43,blue-collar,married,secondary,0,902,1,0,cellular,7,4,91,1,328,1,0
31686,33,management,married,tertiary,0,663,1,0,cellular,7,4,381,1,243,4,0
31687,36,blue-collar,single,secondary,0,3508,1,0,cellular,7,4,183,1,266,3,0
31688,36,admin.,married,secondary,0,39,1,0,cellular,7,4,194,2,-1,0,0
31689,36,admin.,married,secondary,0,1588,1,0,cellular,7,4,103,1,-1,0,0
31690,31,management,married,secondary,0,625,1,0,cellular,7,4,424,1,138,1,0
31691,40,admin.,single,secondary,0,963,1,0,cellular,7,4,479,1,-1,0,0
31692,45,entrepreneur,single,primary,0,0,0,0,cellular,7,4,354,1,-1,0,0
31693,40,admin.,single,unknown,0,355,1,0,cellular,7,4,345,2,138,6,0
31694,33,blue-collar,single,secondary,0,706,1,0,cellular,7,4,329,1,322,1,0
31695,53,blue-collar,divorced,secondary,0,1912,1,1,cellular,7,4,210,1,253,2,0
31696,36,management,single,tertiary,0,11767,1,0,cellular,7,4,226,1,-1,0,0
31697,40,admin.,married,secondary,0,2591,1,1,cellular,7,4,389,1,266,2,0
31698,43,entrepreneur,married,tertiary,0,903,1,0,cellular,7,4,197,1,-1,0,0
31699,38,technician,single,secondary,0,0,1,0,cellular,7,4,196,2,-1,0,0
31700,46,technician,married,secondary,0,138,1,0,cellular,7,4,226,2,-1,0,0
31701,36,services,married,secondary,0,3740,1,0,cellular,7,4,254,1,-1,0,0
31702,47,unemployed,married,secondary,0,817,0,0,cellular,7,4,721,4,-1,0,1
31703,32,blue-collar,married,secondary,0,897,1,0,cellular,7,4,293,3,322,2,0
31704,33,management,married,tertiary,0,0,1,0,cellular,7,4,366,1,-1,0,0
31705,53,blue-collar,married,primary,0,53,1,0,cellular,7,4,208,1,140,1,0
31706,47,unemployed,married,primary,0,2290,1,0,cellular,7,4,274,1,-1,0,0
31707,56,management,married,tertiary,0,167,1,0,telephone,7,4,189,1,-1,0,0
31708,44,unemployed,divorced,secondary,0,522,0,0,cellular,7,4,411,1,-1,0,0
31709,29,self-employed,single,tertiary,0,1457,1,0,cellular,7,4,89,1,314,1,0
31710,35,entrepreneur,married,tertiary,0,1859,1,0,cellular,7,4,157,1,267,2,0
31711,53,blue-collar,married,secondary,0,2531,1,0,cellular,7,4,413,1,-1,0,0
31712,46,blue-collar,single,tertiary,0,283,0,0,cellular,7,4,299,1,-1,0,1
31713,50,services,single,secondary,0,1716,1,0,cellular,7,4,272,1,-1,0,0
31714,31,blue-collar,married,primary,0,1601,0,0,cellular,7,4,615,1,137,3,0
31715,37,technician,divorced,tertiary,0,1174,1,0,cellular,7,4,436,1,140,2,0
31716,38,services,single,secondary,0,167,1,0,cellular,7,4,255,2,-1,0,0
31717,41,services,married,secondary,0,446,1,0,cellular,7,4,93,3,140,2,0
31718,27,admin.,single,tertiary,0,2068,0,0,cellular,7,4,49,2,-1,0,0
31719,56,technician,married,primary,0,1232,0,0,cellular,7,4,44,1,-1,0,0
31720,39,blue-collar,single,primary,0,581,1,0,cellular,7,4,620,1,39,2,0
31721,48,services,married,secondary,0,665,1,0,cellular,7,4,271,2,230,3,0
31722,42,technician,divorced,primary,0,5076,1,0,cellular,7,4,99,1,251,2,0
31723,71,retired,married,secondary,0,951,0,1,cellular,7,4,83,1,-1,0,0
31724,35,management,married,tertiary,0,0,1,0,cellular,7,4,139,1,243,2,0
31725,33,blue-collar,married,primary,0,1064,1,0,cellular,7,4,311,1,330,1,0
31726,33,blue-collar,married,secondary,0,1130,1,0,cellular,7,4,1063,1,-1,0,0
31727,35,management,single,tertiary,0,714,1,0,cellular,7,4,263,2,224,22,0
31728,43,technician,single,secondary,0,4990,1,0,cellular,7,4,58,1,228,10,0
31729,33,services,married,secondary,0,0,1,1,cellular,7,4,487,1,-1,0,0
31730,28,technician,single,secondary,0,922,1,0,cellular,7,4,304,1,-1,0,0
31731,24,admin.,single,secondary,0,5,0,0,cellular,7,4,66,1,330,1,0
31732,49,entrepreneur,divorced,tertiary,0,1342,1,1,cellular,7,4,253,1,140,1,0
31733,36,services,married,secondary,0,1746,1,0,cellular,7,4,15,1,316,1,0
31734,39,management,married,tertiary,0,416,1,0,cellular,7,4,145,1,-1,0,0
31735,36,admin.,divorced,secondary,0,356,1,0,cellular,7,4,244,3,313,1,0
31736,50,blue-collar,married,secondary,0,2320,1,0,cellular,7,4,310,1,-1,0,0
31737,20,student,single,unknown,0,8860,0,0,cellular,7,4,98,2,-1,0,0
31738,25,admin.,single,secondary,0,82,0,1,cellular,7,4,104,2,-1,0,1
31739,31,student,single,secondary,0,735,0,0,cellular,7,4,88,3,322,1,0
31740,39,technician,divorced,secondary,0,17441,1,1,cellular,7,4,1,1,-1,0,0
31741,41,blue-collar,married,secondary,0,1885,1,0,cellular,7,4,158,2,-1,0,0
31742,44,unemployed,married,secondary,0,728,1,0,cellular,7,4,185,1,328,11,0
31743,41,management,married,tertiary,0,5,1,0,cellular,7,4,542,3,140,3,0
31744,30,technician,single,secondary,0,3568,1,0,cellular,7,4,265,1,-1,0,0
31745,31,technician,single,secondary,0,2484,1,0,cellular,7,4,562,1,-1,0,0
31746,51,blue-collar,married,secondary,0,4787,1,0,cellular,7,4,895,1,-1,0,1
31747,39,services,single,secondary,0,600,0,0,cellular,7,4,277,1,-1,0,0
31748,43,blue-collar,married,secondary,0,1617,1,0,cellular,7,4,239,1,-1,0,0
31749,35,blue-collar,married,primary,0,-210,1,1,telephone,7,4,235,3,-1,0,0
31750,34,unemployed,married,secondary,0,428,1,0,cellular,7,4,221,2,267,3,0
31751,51,blue-collar,married,secondary,0,984,1,0,telephone,7,4,353,4,-1,0,0
31752,50,management,married,secondary,0,732,0,0,cellular,7,4,736,7,-1,0,0
31753,48,management,divorced,tertiary,0,351,1,0,cellular,7,4,725,3,-1,0,0
31754,54,blue-collar,married,secondary,0,5521,1,0,cellular,7,4,581,2,-1,0,0
31755,30,management,married,tertiary,0,8623,0,0,cellular,8,4,163,3,-1,0,0
31756,45,housemaid,married,primary,0,317,1,0,cellular,8,4,325,2,-1,0,0
31757,40,blue-collar,single,primary,0,446,1,0,cellular,8,4,594,4,331,1,0
31758,56,technician,married,secondary,0,2847,0,0,cellular,8,4,327,1,-1,0,1
31759,49,management,married,tertiary,0,519,1,0,cellular,8,4,98,1,-1,0,0
